name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type,source
Divrsity,https://divrsity.team,None,"Divrsity offers a cloud-based online survey platform that enables employers to develop data-driven insights & targeted interventions that measurably improve workplace Diversity, Inclusion, Equity, and Bias. 
1. Start by customising the 50 D&I questions to your workplace. These questions have been approved by a panel of D&I experts, so you can be sure that the survey will generate meaningful data, and won't offend participants.
2. Now run the survey; safe in the knowledge that our platform OBSESSIVELY protects participant anonymity, and avoids all GDPR issues.
3. Once your survey completes, our powerful reporting tools automatically identify opportunities to make meaningful improvements to Diversity, Inclusion, Equity and Bias.",None,['Other'],Shipping,None,None,2022/01/1,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
IYouPrint,https://iyouprint.co.uk/,None,"IYouPrint is an online printing service which provides a quick, convenient and cost-effective way for customers to obtain any type of customised item. Whether you're looking for brochures, flyers, business cards or banners.",None,['Printing and Publishing'],Mature,None,None,2016/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Extreme Cleanz,https://www.extremecleanz.co.uk/,None,"Since starting ExtremeCleanz, our aim has been to provide you with expert service, honest estimates, and helpful consultations. From professional guidance to long-lasting work, our kind and knowledgeable staff are here to help you every step of the way, because we know what it’s like to be in your shoes.
 
At ExtremeCleanz, we make sure your needs come first and offer a variety of top-quality services and plans. Our main goal is to take care of everything from the very beginning, bringing you exceptional results.",None,['Other'],Development and Testing,None,None,2000/05/3,None,100,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
NowPatient.com,https://nowpatient.com,None,"Now Patient is the UK’s first regulated digital health service that uses predictive analytics and artificial intelligence to deliver proactive healthcare services.
Now Patient helps you manage your prescriptions, GP appointments, test results, health risks, and a lot more, all in one place for free.",None,['Healthcare / Medical Services'],Shipping,None,None,2019/07/1,None,50,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Accounted For LTD (Cardiff),http://www.accountedforltd.co.uk/,None,"Description:
	Accounted For Ltd provides all types of businesses with a range of important financial & accountants services in and around Cardiff.
Business Hours:
	Mon: 08:30 - 20:00
	Tue: 08:30 - 20:00
	Wed: 08:30 - 20:00
	Thu: 08:30 - 20:00
	Fri: 08:30 - 20:00
	Sat: 09:00 - 17:00
	Sun: 10:00 - 16:00
For more information, please contact us with the following details:
Contact Telephone:
	02920 49 88 00",None,['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Fortnight Studio,https://www.fortnight.studio,None,"We’re a UK-based UI/UX design and development studio on a mission to help brands grow and scale with incredible digital products. 
Our design team combines experience and vision to deliver interfaces that are beautiful and innovative, yet intuitive and functional. Our aim is to delight users and keep our clients at the forefront of their industry. We help brands like yours shine a new light on themselves through planning, designing, and developing groundbreaking apps. 
As a uniquely powerful mix of thinkers, makers, and do-ers, we work nicely together. We work closely with you too, taking your sparks and ideas from head to heart, to life using our years of app experience.",None,['Other'],Mature,None,None,2016/02/12,None,50,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Tyre Daddy,https://www.tyre-daddy.co.uk/,None,"We provide tyre repairing & fitting services for automobiles, supercars, high-performance cars, vans, 4x4s, trailers, and caravans. We carry all sizes of tyres, from 10 inches up to 24 inches, ranging from basic Ford Fiesta tyres to high-performance tyres for your Lamborghini. We also provide quick mobile emergency tyre services.",None,['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Dhigna Group,https://dhigna.com/,None,"To help businesses reach more potential customers, we're proud to launch our Dhigna Business Marketplace. Our Marketplace helps businesses buy or sell their products or services with minimum effort. 
Also with our innovative technology, we make it simple for customers to discover new products or services helping your business grow and scale easily. 
We also offer integrated banking solutions like accounting, invoicing, wallets, cards, and money transfer services to help increase business productivity and efficiency. 
So whether you are an aspiring entrepreneur or an established brand owner – Dhigna Marketplace has a wide range of options to help you find your customer and grow your business.
And to your surprise, we'll be adding new features in the coming future to make Dhigna the greatest marketplace experience possible for everyone.",None,['Financial Services'],Co-Founder,None,None,None,None,60,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Digital 360 Degrees,https://www.digital360degrees.com,None,"Digital 360 is a full-service digital marketing agency that helps businesses accelerate their online growth journey. 
Our expert team has 10+ years of experience in strategy, content marketing, copywriting, design, PR, influencer marketing, social media, SEO, and paid ads. 
We have a stellar track record of delivering outstanding results for our clients. We'd love to discuss how we could help your business achieve its growth goals!",None,['Advertising / PR / Marketing'],Shipping,None,None,2018/12/31,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
PirouVR,https://pirouvr.com,None,"PirouVR is a virtual reality porn website that includes female perspective, trans, and gay VR videos. It is a good medium for people to experiment with gender and sexuality as well as allowing people to enjoy porn in a new way while also allowing couples to experiment with their relationship without real-world consequences.",None,['Other'],None,None,None,2020/03/15,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
re-centre,https://re-centre.co.uk,None,"re-centre is a platform focusing on hypopressive exercises that integrates Yoga and Pilates to deliver a complete postpartum program. The platform helps mothers regain full strength postpartum by strengthening their pelvic floor and reversing symptoms like diastasis, pelvic organ prolapse, and incontinence.",None,['Healthcare / Medical Services'],Shipping,None,None,2021/01/4,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Auris Ear Care,https://www.aurisearcare.co.uk/,None,"Description:
We are a team of Ear, Nose & Throat (ENT) doctors and specialist nurses.
Auris Ear Care is London's first CQC regulated mobile 24 hour ear wax removal service.
 
Business Hours:
Mon-Sun: Open 24 Hours
 
Payment Methods:
Cash, Visa, Mastercard, American Express, Invoice
 
For more information, please contact us with the following details:
Contact Telephone:
07539248324",None,['Healthcare / Medical Services'],None,None,None,2018/01/1,None,3,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Japan Ski Experience,https://japanskiexperience.com,None,"We are leading Japan ski specialists and look forward to helping you book your perfect Japan ski holiday. Our friendly team can provide expert advice on which resort to visit and what accommodation will best suit your group.
We are a one-stop shop for everything that is skiing in Japan, from resort accommodation to transfers, lift passes, ski rentals, lessons, guiding, snow monkey visits, and more. With the Japan border now open, this will be the first winter that British skiers and snowboarders have been able to visit Japan in 3 winters, and we can help you get out there!",None,['Travel / Tourism'],Mature,None,None,2012/04/2,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Cyber Creation,https://cybercreation.co.uk/,None,"Successful digital marketing initiatives have been provided by Cyber Creation to companies around the UK. We put a lot of effort into developing functional and successful digital marketing solutions for companies across the country. With the help of our team of dedicated, practised, and experienced digital marketing professionals, we're committed to realising our goal of offering our clients the best services. We also provide the local seo services London to boost your business in a particular location.",None,['Advertising / PR / Marketing'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
1ovmany,https://www.1ovmany.com,None,"1ovmany is among the UK's leading transformation experts, helping clients navigate organisational change in a way that brings the best out of their people and processes.
Whilst transforming a Health Tech start-up, 1ovmany's Co-Founders met and soon discovered they shared an ambition to help organisations be all they can be, guiding organisations and employees towards a future they and their customers aspire to.
They had a common philosophy: organisations do better for their customers when they put those working for them at the heart of how they do business, and align their business strategy and technical operations to support that.
From this idea, a new challenger consultancy idea emerged, and the dream of 1ovmany was born.",None,['Other'],Shipping,None,None,2020/02/14,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
The Office Interior Company,https://www.theofficeinteriorcompany.co.uk/,None,"The Office Interior Company are experts in office interior design, workspace design, office furniture, corporate identity designs, signage and window displays for a wide range of sectors. Our specialist team works with you closely to deliver functional as well as cost-effective solutions for estate agency office designs. Being UK's leading commercial interior design and build specialists, we are an office fit out company that's great for both small and medium sized workspaces. Whether you want to brighten up a dull corner in the office or create an inspiring space with real character, our experts in office refurbishments would love to work with you & your business.",None,['Other'],None,None,None,2010/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
